"shipping_date","seller_name","buyer_name","buyer_address","buyer_city","buyer_zipcode","kode_resi"
"2022-12-24","DELTONS Official Store","Andre Sukendra Atmadja","Jl Laksda M Nazir 11 U","Jakarta Selatan","16483","981820221222202212242294"
"2022-12-24","COTTON GOODS STORE","Bobby Andhika","Jl Panti Asuhan 2","Jakarta Pusat","15502","10873202212212022122454157"
"2022-12-24","inayafashion","Evelyn Luciana Soeyapto","Jl Lodan Raya 1 Bl BE","Jakarta Pusat","15959","104012022122320221224100178"
"2022-12-24","Make Over Official Shop","Christian Sugiarto","Jl Cikini Raya 90 Hias Rias Plaza","Jakarta Pusat","15190","10940202212232022122462224"
"2022-12-24","Multi jaya 31","ELVIN TJANDRA","Jl Tebet Tmr Dalam 7-I/5","Jakarta Pusat","16610","971320221223202212249330"
"2022-12-24","lbagstore","Elsa Djauhari","Jl Ngagel Tirtosari 19","Kota Pasuruan","16072","979820221222202212249210"
"2022-12-24","AlteaCare Official Store","Darminto Hartono","Jl Setiabudi 186","Kota Bandung","17151","10669202212232022122472310"
"2022-12-24","naomystore","Muhammad Alatas","Jl Psr Blauran Baru C/3","Kota Pasuruan","16687","100682022122320221224127149"
"2022-12-24","ecinos","Andre Sukendra Atmadja","Jl Laksda M Nazir 11 U","Jakarta Selatan","16483","9829202212222022122422193"
"2022-12-24","snapy","Jenny Elisabeth RG","Jl P Tubagus Angke 11 K-L","Jakarta Barat","15906","10535202212222022122411581"
"2022-12-24","House of Smith Official","Andiko Ardi Purnomo","Jl Cipinang Cempedak II 14","Jakarta Selatan","16266","9708202212222022122418118"
"2022-12-24","Aerostreet","BHAYANG SURYADIMADJA","Jl Gondangdia Lama 24","Jakarta Pusat","16116","11011202212212022122446120"
"2022-12-24","STUDIO TROPIK","Amalia Aristiningsih","Jl Gn Sahari 51/12 A","Jakarta Barat","16325","994820221221202212247226"
"2022-12-24","Lalulaku","Efendi Boedhiman","Jl Pejaten Brt 10 A","Jakarta Selatan","16965","104782022122120221224866"
"2022-12-24","G21","Darmadi Karjanto Putro","Jl Pinangsia III/15","Jakarta Pusat","17167","10325202212222022122468155"
"2022-12-24","DELTONS Official Store","Muhammad Agus","Jl Balai Rakyat 3 RT 001/01","Jakarta Selatan","16710","10094202212212022122412594"
"2022-12-24","Deli Stationery","Christian Sandy Rachmat","Jl Tmn Surya","Jakarta Pusat","15476","1057720221223202212246156"
"2022-12-24","Make Over Official Shop","Ance Anggraeny","Jl Garuda Dlm I Bl B/47","Kota Bandung","16576","10128202212212022122411224"
"2022-12-24","Apotek Provita","Johan Soedibjo","Jl Probolinggo 5","Jakarta Barat","17273","107712022122120221224118304"
"2022-12-24","inimurah shop","Darjoto Setyawan","Jl Stasiun 30 Kel Tanjung Gusta","Sumatera Utara","17130","1024620221222202212246776"
"2022-12-24","Apotek Lucky Star Tanjung Priok","Darwin Sutanto","Jl Cilincing Raya 43 A","Jakarta Pusat","17010","9892202212222022122478281"
"2022-12-24","F2_Sweater","Hioe Isenta and Ivy Lianawati","Jl Raya Alternatif Cibubur 23","Jakarta Pusat","17067","101902022122320221224110181"
"2022-12-24","sansscollection","Allan Tjahja Tjao","Jl Denai 40","Sumatera Utara","15934","1096120221222202212241199"
"2022-12-24","Global Bangunan sukses","Christian Sandy Rachmat","Jl Tmn Surya","Jakarta Pusat","15476","1043420221221202212246148"
"2022-12-24","msmo","Benny Tjokrosapoetro","Jl Cideng Tmr 38","Jakarta Selatan","15744","10679202212222022122441129"
"2022-12-24","Setia Mandiri Elektronik","Johana Poedjokerto","Jl KH Zainul Arifin 35","Jakarta Selatan","15151","9900202212232022122412141"
"2022-12-24","Ojol Station","Johan T. Gilbert","Jl Pluit Mas Raya VI A Bl G/9","Jakarta Barat","16577","97832022122120221224119139"
"2022-12-24","play with kiddos","Christian Nainggolan","Jl Raya Ciracas 4","Jakarta Pusat","15285","10312202212232022122459113"
"2022-12-24","BEAUTYHAULINDO","Amaluddin Djambak","Jl Raya Kosambi 8","Jakarta Barat","15683","1038120221221202212248243"
"2022-12-24","SORU Indonesia","Johan T. Gilbert","Jl Pluit Mas Raya VI A Bl G/9","Jakarta Barat","16577","1038420221222202212241193"
"2022-12-24","Markotashop","Elsa Djauhari","Jl Ngagel Tirtosari 19","Kota Pasuruan","16072","10016202212212022122492189"
"2022-12-24","Raja Stationery","Darwin Soegiatto","Jl Industri XXIV 988-989","Kota Solo","15213","994320221223202212247767"
"2022-12-24","Wardah Official","Efrem Wardhana","Jl Salemba Raya Psr Kenari AKS 12","Jakarta Pusat","16239","9788202212212022122488251"
"2022-12-24","Lynfashionista","Hioe Isenta and Ivy Lianawati","Jl Raya Alternatif Cibubur 23","Jakarta Pusat","17067","105532022122320221224110183"
"2022-12-24","X-Urband Official","Andre Abdi","Jl Mangga Besar XIII RT 12/02","Jakarta Selatan","15173","9865202212212022122419124"
"2022-12-24","Apotek Century Permata","Elvira Pudjiwati","Jl Raya Pasar Minggu Bl B/12","Jakarta Pusat","16563","10214202212212022122495302"
"2022-12-24","Deli office automative","Emi Sukiati Lasimon","Jl Letjen Haryono MT Kav 62 Wisma Korindo","Jakarta Pusat","16450","1063020221223202212249664"
"2022-12-24","msmo","Darminto","Jl Sukanagara 21","Kota Bandung","16297","9831202212222022122471129"
"2022-12-24","lattina_shop","Bismarka Kurniawan","Jl Batu 1","Jakarta Pusat","16516","9804202212232022122451184"
"2022-12-24","Putra Jaya 88","Darmo Suwito Barwin","Jl Jelambar Ilir 2","Jakarta Pusat","15353","1012420221223202212247313"
"2022-12-25","Batik MasTri Solo","Darjoto Setyawan","Jl Stasiun 30 Kel Tanjung Gusta","Sumatera Utara","17130","10651202212242022122567130"
"2022-12-25","lbagstore","Darwin Silalahi","Jl Banyumanik Raya 77","Kota Solo","17056","1062120221223202212257610"
"2022-12-25","gotasa","Bengt Carl Gustav Thornberg","Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132","Jakarta Selatan","16702","9694202212242022122535208"
"2022-12-25","Eternalworks","Danny Tjiu","Jl Tebet Brt I/2","Jakarta Pusat","16429","10917202212232022122565165"
"2022-12-25","Autad20","Evi Yulisma Harahap","Jl Kerinci 19","Jakarta Pusat","16526","110512022122420221225104173"
"2022-12-25","JOYKO Official","Amaluddin Djambak","Jl Raya Kosambi 8","Jakarta Barat","15683","109162022122320221225899"
"2022-12-25","Apotek Apollo Surabaya","Bob Yanuar","Jl Percetakan Negara II 24","Jakarta Pusat","16675","11038202212232022122553301"
"2022-12-25","Mother of Pearl by Tasya Farasya","Evi Wikarsa","Jl Dewi Sartika 357 C","Jakarta Pusat","15415","100652022122420221225103239"
"2022-12-25","Graha Printing","BEATRICE EL","Jl Kb Jeruk 10","Jakarta Selatan","17233","1014120221222202212253082"
"2022-12-25","Madame Gie Official","Bob Yanuar","Jl RS Fatmawati 15 Golden Plaza Bl I/1-2","Jakarta Pusat","16250","10183202212222022122552252"
"2022-12-25","erjucom","Hioe Isenta","Jl Pekayon 4","Jakarta Barat","16966","10939202212242022122510914"
"2022-12-25","JIESUN_FASHION","Darwin Silalahi","Jl Banyumanik Raya 77","Kota Solo","17056","10180202212232022122576198"
"2022-12-25","Aerostreet","BHAYANG SURYADIMADJA","Jl Gondangdia Lama 24","Jakarta Pusat","16116","10911202212222022122546120"
"2022-12-25","Deli office automative","Daswi Rayawang","Jl Sunan Giri 1 RT 012/15","Jakarta Pusat","17037","1062520221222202212257964"
"2022-12-25","X-Urband Official","Johan Soedibjo","Jl Probolinggo 5","Jakarta Barat","17273","109082022122420221225118124"
"2022-12-25","DUMA Official","Andiko Ardi Purnomo","Jl Cipinang Cempedak II 14","Jakarta Selatan","16266","9932202212222022122518174"
"2022-12-25","Deli Stationery","Beny Haryanto","Jl Karbela Brt 9 RT 004/04","Jakarta Selatan","17216","1016320221224202212254256"
"2022-12-25","Beauty is Here","Christian Nainggolan","Jl Raya Ciracas 4","Jakarta Pusat","15285","10720202212232022122559232"
"2022-12-25","Make Over Official Shop","Beny Haryanto","Jl Karbela Brt 9 RT 004/04","Jakarta Selatan","17216","9675202212242022122542224"
"2022-12-25","Make Over Official Shop","Beata Ida Hartono","Jl Tj Batu 21 J/11","Kota Pasuruan","16975","10957202212242022122528224"
"2022-12-25","Ung Sira Store","Bimo Surono","Jl Lodan 23","Jakarta Pusat","16487","10154202212242022122548135"
"2022-12-25","TOKO BESI TIMUR JAYA","Anak Agung Gde Agung","Jl Sisingamangaraja Km 5.5/10","Sumatera Utara","16555","97562022122420221225917"
"2022-12-25","gotasa","Andi Zainal A. Dulung","Jl Pagesangan IV 41","Kota Pasuruan","16529","10962202212242022122517208"
"2022-12-25","anjarisshop","Effendy Husin","Jl Ampera Raya Kav I/5 Ged Satmarindo Lt 2","Jakarta Pusat","16277","9812202212242022122587177"
"2022-12-25","Frozenshop - Toko Baju Pria Formal dan Kasual","Christanto Santoso","JL. Kesehatan No. 3","Kota Sorong","17104","9801202212242022122556145"
"2022-12-25","Skintific Official Store","Darmoseputro","Jl Asia Afrika Plaza Senayan","Jakarta Pusat","15472","10106202212232022122574244"
"2022-12-25","Deli office automative","Darwin Leo","Jl Cikini Raya 8","Jakarta Pusat","16509","1069220221223202212257564"
"2022-12-25","Deli Stationery","Amalia Aristiningsih","Jl Gn Sahari 51/12 A","Jakarta Barat","16325","99652022122420221225756"
"2022-12-25","Deli office automative","Isenta Hioe","Jl Mandiri 9","Jakarta Barat","17224","10462202212232022122511464"
"2022-12-25","look180","Efendi Boedhiman","Jl Pejaten Brt 10 A","Jakarta Selatan","16965","9668202212232022122586172"
"2022-12-25","TJJ shop","Johan Tandean","Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12","Jakarta Barat","15719","1097920221222202212251202"
"2022-12-25","VICTORY FILTER16","Bobby Iman Satrio","Jl Kom L Yos Sudarso 27","Jakarta Pusat","15391","98602022122420221225551"
"2022-12-25","X-Urband Official","Darwin Soegiatto","Jl Industri XXIV 988-989","Kota Solo","15213","9878202212242022122577124"
"2022-12-25","Lalulaku","Johan Arifkaja Adi Lesmana","Jl Kertanegara 4","Jakarta Barat","16588","988120221224202212251176"
"2022-12-25","Berkah Natural Bersama","Basuiki Puspoputro","Jl Kb Jati C-14/54","Kota Bandung","17064","10684202212242022122524266"
"2022-12-25","GIZIDAT Official","Bintoro Wong","Jl Talang Ujung 40 D","Jakarta Pusat","15341","10480202212232022122550317"
"2022-12-25","F BRAND FASHION","Andi Achmad Dara","Jl Sumagung III Kav Bulak K/5","Jakarta Utara","16681","10865202212232022122514192"
"2022-12-26","X-Urband Official","Benny Tenges","Jl Gn Rahayu 1 A","Kota Bandung","16993","9778202212252022122640124"
"2022-12-26","Apotek Dear Farma Medan Baru","Darmo Suwito Barwin","Jl Jelambar Ilir 2","Jakarta Pusat","15353","10432202212242022122673269"
"2022-12-26","MR12 Office","Bing Gondosubroto","Jl Prof Dr Latumeten 23","Jakarta Pusat","16339","9683202212252022122649103"
"2022-12-26","Herbalindo Citra Mandiri","Darminto Hartono","Jl Setiabudi 186","Kota Bandung","17151","9839202212232022122672293"
"2022-12-26","Pigeon Teens Indonesia","ELVIN TJANDRA","Jl Tebet Tmr Dalam 7-I/5","Jakarta Pusat","16610","10791202212252022122693237"
"2022-12-26","Ghani Bandung","Christiana Halim","Jl Mampang Prapatan Raya 18","Jakarta Pusat","17224","9852202212252022122663158"
"2022-12-26","msmo","Emily Waty Setiawan","Jl Lautze 87","Jakarta Pusat","17176","10558202212232022122699129"
"2022-12-26","ArEr fashion","Muddai Madang","Jl Nibung Raya 129","Sumatera Utara","16421","103412022122420221226123133"
"2022-12-26","Focallure Official Store","Evert Jimmy Lengkong","Jl Jend Urip Sumohardjo 31 E","Jakarta Pusat","17061","104632022122520221226101228"
"2022-12-26","Focallure Official Store","Emily Waty Setiawan","Jl Lautze 87","Jakarta Pusat","17176","10806202212242022122699228"
"2022-12-26","Agenjaketbandung","Bernie Prajoga","Jl Casa 2","Kota Bandung","16858","10324202212242022122644125"
"2022-12-26","msmo","Elvina Jonas Jahja","Jl Kayu Putih 7 A 8 Pulo Gadung","Jakarta Pusat","17050","10322202212232022122694129"
"2022-12-26","Gudang Jaket Tas","Andre S Prijono","12550 Workshop ","Jakarta Selatan","15339","10809202212232022122621188"
"2022-12-26","Raja Stationery","Evert Jimmy Lengkong","Jl Jend Urip Sumohardjo 31 E","Jakarta Pusat","17061","9681202212242022122610167"
"2022-12-26","PUTRI_GROUP","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","9721202212252022122625215"
"2022-12-26","STUDIO TROPIK","Bimo Surono","Jl Lodan 23","Jakarta Pusat","16487","9715202212252022122648226"
"2022-12-26","DUMA Official","Bobby Andhika","Jl Panti Asuhan 2","Jakarta Pusat","15502","10817202212252022122654174"
"2022-12-26","INTI MEDIKA STORE","David Alexander Yuwono","Jl Dr Cipto 48 A","Kota Solo","15318","11092202212242022122680282"
"2022-12-26","Graha Printing","Ananda Soewono","Jl Gorontalo 9","Jakarta Utara","16147","1047020221225202212261082"
"2022-12-26","PINKFLASH OFFICIAL STORE","Darwin Silalahi","Jl Banyumanik Raya 77","Kota Solo","17056","9863202212232022122676233"
"2022-12-26","ipstore_id","Christian Nainggolan","Jl Raya Ciracas 4","Jakarta Pusat","15285","10305202212252022122659204"
"2022-12-26","Apotek Rio Bekasi Selatan","Christian Sandy Rachmat","Jl Tmn Surya","Jakarta Pusat","15476","10825202212242022122661284"
"2022-12-26","Make Over Official Shop","Andre Johannes Mamuaya","Jl Arjuna III/15","Jakarta Selatan","15636","10288202212232022122620224"
"2022-12-26","ecinos","Hioe Isenta","Jl Pekayon 4","Jakarta Barat","16966","110792022122320221226109193"
"2022-12-26","Lalulaku","Andi Pravidia Saliman","Jl Angkasa Bl B-7/8","Jakarta Utara","15829","102762022122320221226166"
"2022-12-26","Rumix","Edy Kusnadi","Jl Depsos Raya 42 B RT 008/01","Jakarta Selatan","17100","1027020221224202212268363"
"2022-12-26","tokojaketbadung","BELLYANAWATY BUDIMAN","Jl Pangkalan","Jakarta Selatan","15508","10266202212242022122632202"
"2022-12-26","Berkah Natural Bersama","Execorp Limited","Jl Raden Saleh Ruko Metro Permata Bl A-2/33","Jakarta Pusat","15758","110622022122320221226107266"
"2022-12-26","Apotek Karunia Sehat Condet Kramat Jati",NULL,NULL,NULL,NULL,"102532022122420221226272"
"2022-12-26","SWEPO Official Store","BHAYANG SURYADIMADJA","Jl Gondangdia Lama 24","Jakarta Pusat","16116","10857202212242022122646197"
"2022-12-26","Wakata Living","Darmoseputro","Jl Asia Afrika Plaza Senayan","Jakarta Pusat","15472","102342022122420221226744"
"2022-12-26","Tokosebelah2021","Johan Arifkaja Adi Lesmana","Jl Kertanegara 4","Jakarta Barat","16588","108672022122520221226117160"
"2022-12-26","DBR Premium","Efendi Boedhiman","Jl Pejaten Brt 10 A","Jakarta Selatan","16965","9703202212252022122686100"
"2022-12-26","ecinos","Bobby Iman Satrio","Jl Kom L Yos Sudarso 27","Jakarta Pusat","15391","10674202212242022122655193"
"2022-12-26","Zazah Queen","Andiko Ardi Purnomo","Jl Cipinang Cempedak II 14","Jakarta Selatan","16266","1067320221223202212261827"
"2022-12-26","Focallure Official Store","Bayu Prawitasari","Jl Rajawali 24","Sumatera Utara","16282","10664202212242022122626228"
"2022-12-26","Rollover Reaction","Darwin Sutanto","Jl Cilincing Raya 43 A","Jakarta Pusat","17010","10902202212242022122678231"
"2022-12-26","lapak atk","Christiana Niowni","Jl Peta 62","Kota Bandung","17147","1015120221225202212266492"
"2022-12-26","OPI Official","Johan Soedibjo","Jl Probolinggo 5","Jakarta Barat","17273","109192022122520221226118200"
"2022-12-26","X-Urband Official","Betty Ang","Jl Kakap III 25","Jakarta Selatan","17260","10988202212242022122645124"
"2022-12-26","PANDA RETAIL SOLUTIONS","Edy Kusnadi","Jl Depsos Raya 42 B RT 008/01","Jakarta Selatan","17100","997620221225202212268360"
"2022-12-26","Mother of Pearl by Tasya Farasya","Bismarka Kurniawan","Jl Batu 1","Jakarta Pusat","16516","10033202212242022122651239"
"2022-12-26","lattina_shop","Evie Raviana","Jl Tmn Duta Mas Bl B-4/2","Jakarta Pusat","15274","101322022122420221226105184"
"2022-12-26","Apotek Century Permata","Fabian Gelael","Jl Prof Surya Sumantri 16","Kota Bandung","16319","100342022122420221226108302"
"2022-12-26","F2_Sweater","Bimo Pramudyo Soekarno","Jl Mutiara I 10","Jakarta Pusat","16667","9799202212232022122647181"
"2022-12-26","GrafikaKita - Tech Official Jakarta","Beng Phiau","Jl Baskara Sari 92","Kota Pasuruan","17038","1074920221223202212263487"
"2022-12-26","Blueprint Indonesia","Betty Ang","Jl Kakap III 25","Jakarta Selatan","17260","10982202212232022122645108"
"2022-12-26","Apotek Karunia Sehat Condet Kramat Jati","Bob Yanuar","Jl RS Fatmawati 15 Golden Plaza Bl I/1-2","Jakarta Pusat","16250","9805202212242022122652272"
"2022-12-26","Eternalworks","Emil Abeng","Jl Kutisari Raya 12","Kota Pasuruan","16049","10415202212232022122697165"
"2022-12-26","HNA-houseware","Christian Nainggolan","Jl Raya Ciracas 4","Jakarta Pusat","15285","1102720221223202212265950"
"2022-12-26","Garaf Official","Darjoto Setyawan","Jl Stasiun 30 Kel Tanjung Gusta","Sumatera Utara","17130","10767202212232022122667144"
"2022-12-27","Mireya Cosmetics","Jenny Elisabeth RG","Jl P Tubagus Angke 11 K-L","Jakarta Barat","15906","104822022122520221227115250"
"2022-12-27","OMG Oh My Glam Official","Bobby Andhika","Jl Panti Asuhan 2","Jakarta Pusat","15502","10866202212242022122754248"
"2022-12-27","SUKAMAJU_STORE","BELLYANAWATY BUDIMAN","Jl Pangkalan","Jakarta Selatan","15508","10783202212252022122732201"
"2022-12-27","Meliyana","Edy Kusnadi","Jl Depsos Raya 42 B RT 008/01","Jakarta Selatan","17100","1079720221224202212278340"
"2022-12-27","SORU Indonesia","Hioe Isenta and Ivy Lianawati","Jl Raya Alternatif Cibubur 23","Jakarta Pusat","17067","1076020221224202212271103"
"2022-12-27","Apotek Rio Bekasi","David Alexander Yuwono","Jl Dr Cipto 48 A","Kota Solo","15318","10978202212242022122780274"
"2022-12-27","DENPOO OFFICIAL STORE","Beata Ida Hartono","Jl Tj Batu 21 J/11","Kota Pasuruan","16975","1109820221225202212272839"
"2022-12-27","lapak atk","Bayu Virgan Triyatno","Jl Kota Denpasarkpapan 29-31","Jakarta Selatan","15536","1068220221225202212272792"
"2022-12-27","play with kiddos","Basuiki Puspoputro","Jl Kb Jati C-14/54","Kota Bandung","17064","10457202212252022122724113"
"2022-12-27","Prepp Studio Official Store","Bismarka Kurniawan","Jl Batu 1","Jakarta Pusat","16516","9891202212242022122751134"
"2022-12-27","cakraton","Elsa Djauhari","Jl Ngagel Tirtosari 19","Kota Pasuruan","16072","10735202212252022122792314"
"2022-12-27","Belanja Elektronik","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","110692022122420221227258"
"2022-12-27","erjucom","Alwijaya Aw","Jl Laks L RE Martadinata 279","Jakarta Barat","16844","103612022122620221227514"
"2022-12-27","SanRes","Evi Hamdani","Jl Senen Raya Proy Senen Bl IV P-4/11","Jakarta Pusat","16417","104022022122520221227102142"
"2022-12-27","play with kiddos","Andhika Anindyaguna Hermanto","Jl Iskandarsyah II 2 Pasaraya Blok M","Jakarta Utara","15174","10475202212242022122713113"
"2022-12-27","Apotek Mario Cengkareng","Benny Setiawan","Jl CiKota Denpasargo 225","Jakarta Selatan","16697","9686202212262022122739305"
"2022-12-27","SORU Indonesia","Ben Morice","Jl Kembang Indah Utama Bl J-2 A/16-17","Jakarta Selatan","15951","101052022122520221227333"
"2022-12-27","Mother of Pearl by Tasya Farasya","Edy Suwarno","Jl Ciputat Raya 16","Jakarta Selatan","16820","10829202212242022122785239"
"2022-12-27","Apotek Sami Sehat Delanggu","Andhika Anindyaguna Hermanto","Jl Iskandarsyah II 2 Pasaraya Blok M","Jakarta Utara","15174","10943202212242022122713306"
"2022-12-27","vesper","Mugijanto Sugijono","Jl Dahlia Bl E/6 Kompl Tmn Modern","Jakarta Selatan","15432","10746202212242022122712421"
"2022-12-27","MPS Bigsize","Darmoseputro","Jl Asia Afrika Plaza Senayan","Jakarta Pusat","15472","9866202212262022122774221"
"2022-12-27","INTI MEDIKA STORE","Darmawansjah Setiawan","Jl Raya Bekasi Km 25/95","Jakarta Pusat","16825","11088202212252022122770282"
"2022-12-27","Apotek Aulia Bekasi Utara","Eiffel Tedja","Jl Kwitang Raya 8 Ged Senatama","Jakarta Pusat","16366","10573202212262022122789289"
"2022-12-27","DUMA Official","Muhammad Agus","Jl Balai Rakyat 3 RT 001/01","Jakarta Selatan","16710","103882022122620221227125174"
"2022-12-27","Ultima II Official Store","Bernie Prajoga","Jl Casa 2","Kota Bandung","16858","10942202212262022122744261"
"2022-12-27","SARANG ACC shop","Ewik Hendri","Jl Jawa V Bl C/24","Jakarta Pusat","16677","10110202212252022122710670"
"2022-12-27","Apotek Rio Bekasi Selatan","Andiko Ardi Purnomo","Jl Cipinang Cempedak II 14","Jakarta Selatan","16266","10469202212262022122718284"
"2022-12-27","SanRes","Anak Agung Gde Agung","Jl Sisingamangaraja Km 5.5/10","Sumatera Utara","16555","1052420221226202212279142"
"2022-12-27","ipstore_id","Ewik Hendri","Jl Jawa V Bl C/24","Jakarta Pusat","16677","104372022122620221227106204"
"2022-12-27","OPI Official","Darmoseputro","Jl Asia Afrika Plaza Senayan","Jakarta Pusat","15472","9856202212252022122774200"
"2022-12-27","G21","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","10167202212242022122725155"
"2022-12-27","Make Over Official Shop","Alwi Alatas","Jl Tanjung 2","Kota Solo","17087","1089920221225202212274224"
"2022-12-27","Toko Armada Satu","Andre Johannes Mamuaya","Jl Arjuna III/15","Jakarta Selatan","15636","10512202212252022122720127"
"2022-12-27","Citra Selaras Supliyer","ELVIN TJANDRA","Jl Tebet Tmr Dalam 7-I/5","Jakarta Pusat","16610","1016820221226202212279397"
"2022-12-27","X-Urband Official","Andre Sukendra Atmadja","Jl Laksda M Nazir 11 U","Jakarta Selatan","16483","10178202212252022122722124"
"2022-12-27","TOKO BESI TIMUR JAYA","Alwijaya Aw","Jl Laks L RE Martadinata 279","Jakarta Barat","16844","100142022122620221227517"
"2022-12-27","Apotek Dear Farma Medan Baru","Beny Haryanto","Jl Karbela Brt 9 RT 004/04","Jakarta Selatan","17216","10601202212252022122742269"
"2022-12-27","Make Over Official Shop","Hioe Isenta","Jl Pekayon 4","Jakarta Barat","16966","101852022122520221227109224"
"2022-12-27","erjucom","Emily Stephana Djauhari","Jl Tabanas 22 Kompl Bank","Jakarta Pusat","17000","992920221226202212279814"
"2022-12-27","mandjur","Darmoseputro","Jl Asia Afrika Plaza Senayan","Jakarta Pusat","15472","9659202212242022122774285"
"2022-12-27","DUMA Official","Bobby Iman Satrio","Jl Kom L Yos Sudarso 27","Jakarta Pusat","15391","11008202212242022122755174"
"2022-12-27","Livehaf Official","Benny Tjokrosapoetro","Jl Cideng Tmr 38","Jakarta Selatan","15744","9980202212252022122741123"
"2022-12-27","Inez Official Store","Jenny Elisabeth RG","Jl P Tubagus Angke 11 K-L","Jakarta Barat","15906","99702022122620221227115256"
"2022-12-28","VQ TECHNOLOGY","Eko Budianto","Jl Raden Saleh 1 B-D","Jakarta Pusat","16110","983620221226202212289161"
"2022-12-28","Livehaf Official","Bimo Pramudyo Soekarno","Jl Mutiara I 10","Jakarta Pusat","16667","10634202212252022122847123"
"2022-12-28","look180","Beny Haryanto","Jl Karbela Brt 9 RT 004/04","Jakarta Selatan","17216","10544202212262022122842172"
"2022-12-28","Livehaf Official","Darminto","Jl Sukanagara 21","Kota Bandung","16297","10534202212252022122871123"
"2022-12-28","luxcrime","Darwin Silalahi","Jl Banyumanik Raya 77","Kota Solo","17056","10646202212262022122876227"
"2022-12-28","Ung Sira Store","Anak Agung Gde Agung","Jl Sisingamangaraja Km 5.5/10","Sumatera Utara","16555","1052220221227202212289135"
"2022-12-28","look180","Andreas Andikha Bunanta","Jl Mampang Prapatan Raya 106 Plaza Basmar","Jakarta Selatan","16591","10654202212272022122823172"
"2022-12-28","COTTON GOODS STORE","Christian Leuchtenberg","Jl Puri Agung Mal Puri Indah Unit IU/1 C","Jakarta Pusat","17209","10510202212252022122858157"
"2022-12-28","Ghani Bandung","Bob Yanuar","Jl RS Fatmawati 15 Golden Plaza Bl I/1-2","Jakarta Pusat","16250","10459202212252022122852158"
"2022-12-28","JIESUN_FASHION","Benny Tenges","Jl Gn Rahayu 1 A","Kota Bandung","16993","10408202212252022122840198"
"2022-12-28","Y&S Collections","Hiswara Natawindjaja","Jl Raya Cakung Cilincing Gud Inkopal","Jakarta Barat","17159","104072022122620221228112210"
"2022-12-28","SOMETHINC official","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","10734202212272022122825241"
"2022-12-28","Quantum Home Appliances","Johan Tandean","Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12","Jakarta Barat","15719","10765202212272022122812018"
"2022-12-28","Pixy Official Store","Christiana Niowni","Jl Peta 62","Kota Bandung","17147","10359202212252022122864229"
"2022-12-28","SanRes","Fabian Gelael","Jl Prof Surya Sumantri 16","Kota Bandung","16319","103582022122620221228108142"
"2022-12-28","Apotek Batu Permata Bandung","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","10782202212272022122825288"
"2022-12-28","KremlinOfficial","Johan T. Gilbert","Jl Pluit Mas Raya VI A Bl G/9","Jakarta Barat","16577","107882022122720221228119122"
"2022-12-28","Apotek Sami Sehat Delanggu","Darjoto Setyawan","Jl Stasiun 30 Kel Tanjung Gusta","Sumatera Utara","17130","10804202212272022122867306"
"2022-12-28","YOU Beauty Official","Christian Sugiarto","Jl Cikini Raya 90 Hias Rias Plaza","Jakarta Pusat","15190","10811202212252022122862225"
"2022-12-28","Tunas Jaya Indotama","Belinda Natalia Tanoko","Jl Kutisari Raya 12","Kota Pasuruan","16899","10843202212272022122831111"
"2022-12-28","VQ TECHNOLOGY","Basuiki Puspoputro","Jl Kb Jati C-14/54","Kota Bandung","17064","1084820221227202212282461"
"2022-12-28","MPS Bigsize","Muddai Madang","Jl Nibung Raya 129","Sumatera Utara","16421","102522022122720221228123221"
"2022-12-28","Lancar Jaya Store","Emil Abeng","Jl Kutisari Raya 12","Kota Pasuruan","16049","1021720221227202212289778"
"2022-12-28","Apotek Labora Jaya","Christian Leuchtenberg","Jl Puri Agung Mal Puri Indah Unit IU/1 C","Jakarta Pusat","17209","10885202212252022122858296"
"2022-12-28","Guele Id","Ance Anggraeny","Jl Garuda Dlm I Bl B/47","Kota Bandung","16576","10891202212272022122811255"
"2022-12-28","TOKO BESI TIMUR JAYA","Benny Tenges","Jl Gn Rahayu 1 A","Kota Bandung","16993","1016920221227202212284017"
"2022-12-28","Apotek Sami Sehat Delanggu","Alvin Gozali","Jl Kopo Ruko Kopo Permai Bl 6 AR/17","Kota Bandung","16263","1015020221225202212283306"
"2022-12-28","Monellina Fashion","Darminto","Jl Sukanagara 21","Kota Bandung","16297","10139202212272022122871179"
"2022-12-28","lattina_shop","Bengt Carl Gustav Thornberg","Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132","Jakarta Selatan","16702","10108202212272022122835184"
"2022-12-28","Apotek Madani Farma Bekasi","Elvina Jonas Jahja","Jl Kayu Putih 7 A 8 Pulo Gadung","Jakarta Pusat","17050","10052202212262022122894287"
"2022-12-28","Rollover Reaction","Emil Abeng","Jl Kutisari Raya 12","Kota Pasuruan","16049","10044202212272022122897231"
